target_index	sample_id	trigger	category	mapped_path	exact_image_path
140	141	1141	peach	images_THINGS/object_images/peach/peach_09n.jpg	/home/josealanis/Documents/projects/psycontrol/realtime_eeg_recon/data/images_THINGS/object_images/peach/peach_09n.jpg
141	142	1142	piglet	images_THINGS/object_images/piglet/piglet_07s.jpg	/home/josealanis/Documents/projects/psycontrol/realtime_eeg_recon/data/images_THINGS/object_images/piglet/piglet_07s.jpg
142	143	1143	mango	images_THINGS/object_images/mango/mango_16s.jpg	/home/josealanis/Documents/projects/psycontrol/realtime_eeg_recon/data/images_THINGS/object_images/mango/mango_16s.jpg
143	144	1144	tarantula	images_THINGS/object_images/tarantula/tarantula_12s.jpg	/home/josealanis/Documents/projects/psycontrol/realtime_eeg_recon/data/images_THINGS/object_images/tarantula/tarantula_12s.jpg
144	145	1145	rocking_chair	images_THINGS/object_images/rocking_chair/rocking_chair_07s.jpg	/home/josealanis/Documents/projects/psycontrol/realtime_eeg_recon/data/images_THINGS/object_images/rocking_chair/rocking_chair_07s.jpg
145	146	1146	cheesecake	images_THINGS/object_images/cheesecake/cheesecake_06s.jpg	/home/josealanis/Documents/projects/psycontrol/realtime_eeg_recon/data/images_THINGS/object_images/cheesecake/cheesecake_06s.jpg
146	147	1147	lemonade	images_THINGS/object_images/lemonade/lemonade_01b.jpg	/home/josealanis/Documents/projects/psycontrol/realtime_eeg_recon/data/images_THINGS/object_images/lemonade/lemonade_01b.jpg
147	148	1148	broccoli	images_THINGS/object_images/broccoli/broccoli_09s.jpg	/home/josealanis/Documents/projects/psycontrol/realtime_eeg_recon/data/images_THINGS/object_images/broccoli/broccoli_09s.jpg
148	149	1149	mole	images_THINGS/object_images/mole/mole_09s.jpg	/home/josealanis/Documents/projects/psycontrol/realtime_eeg_recon/data/images_THINGS/object_images/mole/mole_09s.jpg
149	150	1150	chick	images_THINGS/object_images/chick/chick_10s.jpg	/home/josealanis/Documents/projects/psycontrol/realtime_eeg_recon/data/images_THINGS/object_images/chick/chick_10s.jpg
150	151	1151	tractor	images_THINGS/object_images/tractor/tractor_10n.jpg	/home/josealanis/Documents/projects/psycontrol/realtime_eeg_recon/data/images_THINGS/object_images/tractor/tractor_10n.jpg
151	152	1152	speedboat	images_THINGS/object_images/speedboat/speedboat_06s.jpg	/home/josealanis/Documents/projects/psycontrol/realtime_eeg_recon/data/images_THINGS/object_images/speedboat/speedboat_06s.jpg
152	153	1153	donut	images_THINGS/object_images/donut/donut_15s.jpg	/home/josealanis/Documents/projects/psycontrol/realtime_eeg_recon/data/images_THINGS/object_images/donut/donut_15s.jpg
153	154	1154	chandelier	images_THINGS/object_images/chandelier/chandelier_10s.jpg	/home/josealanis/Documents/projects/psycontrol/realtime_eeg_recon/data/images_THINGS/object_images/chandelier/chandelier_10s.jpg
154	155	1155	kale	images_THINGS/object_images/kale/kale_01b.jpg	/home/josealanis/Documents/projects/psycontrol/realtime_eeg_recon/data/images_THINGS/object_images/kale/kale_01b.jpg
155	156	1156	coconut	images_THINGS/object_images/coconut/coconut_08s.jpg	/home/josealanis/Documents/projects/psycontrol/realtime_eeg_recon/data/images_THINGS/object_images/coconut/coconut_08s.jpg
156	157	1157	barnacle	images_THINGS/object_images/barnacle/barnacle_11s.jpg	/home/josealanis/Documents/projects/psycontrol/realtime_eeg_recon/data/images_THINGS/object_images/barnacle/barnacle_11s.jpg
157	158	1158	bulldozer	images_THINGS/object_images/bulldozer/bulldozer_06s.jpg	/home/josealanis/Documents/projects/psycontrol/realtime_eeg_recon/data/images_THINGS/object_images/bulldozer/bulldozer_06s.jpg
158	159	1159	pear	images_THINGS/object_images/pear/pear_09s.jpg	/home/josealanis/Documents/projects/psycontrol/realtime_eeg_recon/data/images_THINGS/object_images/pear/pear_09s.jpg
159	160	1160	clam	images_THINGS/object_images/clam/clam_06s.jpg	/home/josealanis/Documents/projects/psycontrol/realtime_eeg_recon/data/images_THINGS/object_images/clam/clam_06s.jpg
